Base SKU,Shopify Store Product Handle,Title,Description,Cabinet Category,Cabinet Sub-Type,Product Weight (lbs),Price,Cost per item,Image Product Image URL,Cabinet Face Frame Type,Cabinet Doors Ct,Cabinet Drawer Ct,Cabinet False Drawer Ct,Cabinet Line,Cabinet Shelf Ct,Cabinet Trash Bin Ct,10x10 Kitchen Package,Cabinet Back Panel Details,Cabinet Bumper Details,Cabinet Door Details,Cabinet Door Hinge Details,Cabinet Door Hinge Ct,Cabinet Drawer Box Details,Cabinet Drawer Slide Details,Cabinet Face Frame Details,Cabinet Finish Details,Cabinet Interior Details,Cabinet Shelf Details,Cabinet Side Panel Details,Cabinet Assembly Video URL,BLUM Hardware Drawer Slides Upgrade Available,BLUM Hardware Drawer Slides Price,BLUM Cabinet Hinge Upgrade Available,BLUM Cabinet Hinge Upgrade Price,Cabinet Finish,Depth,Height,Width
SW-DB12,seaport-white-3-drawer-base-12-34-5-24,Seaport White 3-Drawer Base - 12w 34½h 24d,"Revolutionize drawer storage with the Seaport White Traditional Shaker Three-Drawer Base, 12″W x 34½″H x 24″D. Graduated drawer system features small top drawer for utensils, two equal medium drawers for organized storage. Full-extension slides on all drawers ensure complete access to contents. Narrow width perfect for maximizing drawer functionality in tight spaces. Superior organization compared to door cabinets of similar size.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB12_c61368b9-1082-4d35-9899-ea3c433beb40.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,12.0in
SW-DB15,seaport-white-3-drawer-base-15-34-5-24,Seaport White 3-Drawer Base - 15w 34½h 24d,"Drawer organization perfected with the Seaport White Traditional Shaker Three-Drawer Base, 15″W x 34½″H x 24″D. Triple drawer system with graduated sizes maximizes storage efficiency. Top drawer for cutlery, middle drawers for tools and linens respectively. The 15″ width provides substantial drawer storage in compact footprint. Superior alternative to door cabinets for organized accessibility.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB15_4cd5e1b3-e727-435d-8e44-f51cbf882c15.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,15.0in
SW-DB18,seaport-white-3-drawer-base-18-34-5-24,Seaport White 3-Drawer Base - 18w 34½h 24d,"Optimal drawer storage with the Seaport White Traditional Shaker Three-Drawer Base, 18″W x 34½″H x 24″D. Balanced width provides generous drawer capacity without overwhelming space. Graduated drawer heights accommodate different item categories efficiently. Full-extension slides ensure complete access to all drawer contents. Versatile storage solution for kitchens prioritizing drawer organization.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB18_62a941f2-e5ae-4f6a-8185-54d8123dbef0.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,18.0in
SW-DB21,seaport-white-3-drawer-base-21-34-5-24,Seaport White 3-Drawer Base - 21w 34½h 24d,"Wide drawer excellence with the Seaport White Traditional Shaker Three-Drawer Base, 21″W x 34½″H x 24″D. Increased width provides roomier drawers for larger item storage. Graduated heights accommodate everything from silverware to serving pieces. The 21″ dimension offers generous capacity while maintaining drawer smoothness. Perfect balance of drawer storage and cabinet proportions.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB21_e5f4b903-7886-44e6-9cb2-d73817525532.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,21.0in
SW-DB24,seaport-white-3-drawer-base-24-34-5-24,Seaport White 3-Drawer Base - 24w 34½h 24d,"Standard drawer perfection with the Seaport White Traditional Shaker Three-Drawer Base, 24″W x 34½″H x 24″D. Classic configuration provides ideal drawer storage at popular width. Top drawer for essentials, two deeper drawers for larger items. The 24″ width ensures smooth operation even with heavy loads. Cornerstone of organized kitchen storage systems.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB24_addd892d-2aa1-4562-ab91-53fe2b908564.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,24.0in
SW-DB27,seaport-white-3-drawer-base-27-34-5-24,Seaport White 3-Drawer Base - 27w 34½h 24d,"Enhanced drawer capacity with the Seaport White Traditional Shaker Three-Drawer Base, 27″W x 34½″H x 24″D. Wider drawers accommodate larger cookware and serving pieces comfortably. Graduated drawer system maximizes storage efficiency at each level. The 27″ width provides extra capacity without overwhelming kitchen proportions. Ideal for households requiring substantial drawer storage.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB27_78832f31-9ff6-42d2-84db-966ce429687c.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,27.0in
SW-DB30,seaport-white-3-drawer-base-30-34-5-24,Seaport White 3-Drawer Base - 30w 34½h 24d,"Maximize drawer storage with the Seaport White Traditional Shaker 30″ Three-Drawer Base Cabinet. Measuring 30″W x 34½″H x 24″D, this versatile unit provides organized storage through three graduated drawers. The full-extension soft-close drawer slides ensure smooth operation while maximizing accessibility to stored items. Perfect for kitchens requiring efficient drawer organization without sacrificing style.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB30_696790ff-c63b-4b7f-8cfa-b0c60b6d195f.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,30.0in
SW-DB33,seaport-white-3-drawer-base-33-34-5-24,Seaport White 3-Drawer Base - 33w 34½h 24d,"Optimize corner spaces with the Seaport White Traditional Shaker 33″ Three-Drawer Base Cabinet. This 33″W x 34½″H x 24″D solution transforms transitional areas into valuable storage with three full-extension drawers. Each drawer features soft-close technology for smooth, quiet operation. The wider format accommodates larger items while maintaining the clean lines of your kitchen design.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB33_25d6d656-76f0-40b8-8238-598d9cfebbf8.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,33.0in
SW-DB36,seaport-white-3-drawer-base-36-34-5-24,Seaport White 3-Drawer Base - 36w 34½h 24d,"Create substantial drawer storage with the Seaport White Traditional Shaker 36″ Three-Drawer Base Cabinet. Spanning 36″W x 34½″H x 24″D, this generous cabinet offers three deep drawers for comprehensive organization. The full-extension slides reveal the entire drawer contents while soft-close mechanisms ensure gentle closure. Perfect for busy kitchens requiring maximum drawer capacity and easy access to essentials.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB36_2beaca9c-56b8-43d3-b160-95daed393042.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,34.5in,36.0in
SW-VDB1221,seaport-white-3-drawer-vanity-12-34-5-21,Seaport White 3-Drawer Vanity - 12w 34½h 21d,"Maximize drawer organization with the Seaport White Traditional Shaker Three-Drawer Vanity Base, 12″W x 34½″H x 21″D. Triple drawer configuration eliminates doors for complete drawer-based storage system. Graduated drawer sizes with top for daily items, two deeper drawers for supplies and linens. Ideal for bathrooms prioritizing accessible storage without bending to cabinet interiors. Compact footprint delivers surprising storage capacity through vertical drawer arrangement.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-vanity-base-cabinet-3-drawer-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,21.0in,34.5in,12.0in
SW-VDB1521,seaport-white-3-drawer-vanity-15-34-5-21,Seaport White 3-Drawer Vanity - 15w 34½h 21d,"Triple-drawer vanity organization with the Seaport White Traditional Shaker Drawer Vanity Base, 15″W x 34½″H x 21″D. Three graduated drawers eliminate doors for complete drawer storage. The narrow width maximizes drawer functionality in compact bathrooms. Superior organization for bathrooms prioritizing accessible drawer storage.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-vanity-base-cabinet-3-drawer-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,21.0in,34.5in,15.0in
SW-VDB1821,seaport-white-3-drawer-vanity-18-34-5-21,Seaport White 3-Drawer Vanity - 18w 34½h 21d,"Enhanced drawer vanity with the Seaport White Traditional Shaker Drawer Vanity Base, 18″W x 34½″H x 21″D. Three-drawer system provides organized storage without cabinet doors. The 18″ width balances drawer capacity with bathroom proportions. Perfect for creating efficient bathroom storage with easy drawer access.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-vanity-base-cabinet-3-drawer-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,21.0in,34.5in,18.0in
SW-DB15-4,seaport-white-4-drawer-base-15-34-5-24,Seaport White 4-Drawer Base - 15w 34½h 24d,"Experience ultimate drawer organization with the Seaport White Traditional Shaker Four-Drawer Base, 15″W x 34½″H x 24″D. Unique four-tier configuration with three matching upper drawers plus deeper bottom drawer for varied storage needs. Each drawer operates independently on smooth-gliding full-extension slides. Exceptional solution for organizing tools, linens, office supplies, or kitchen gadgets. Maximum drawer count in minimal floor space revolutionizes storage efficiency.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB15-4_5e9b624c-f852-4e5a-a207-7386ad07633f.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,96.00 USD,,,white,24.0in,34.5in,15.0in
SW-DB18-4,seaport-white-4-drawer-base-18-34-5-24,Seaport White 4-Drawer Base - 18w 34½h 24d,"Maximum drawer density with the Seaport White Traditional Shaker Four-Drawer Base, 18″W x 34½″H x 24″D. Four-tier system provides unmatched organization in standard width cabinet. Three matching upper drawers plus deeper bottom drawer for varied storage. The 18″ width balances drawer quantity with usable drawer depth. Ultimate drawer solution for meticulous organization enthusiasts.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB18-4_39dd75ce-0c11-486e-bb7b-fd4c79d054eb.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,96.00 USD,,,white,24.0in,34.5in,18.0in
SW-DB21-4,seaport-white-4-drawer-base-21-34-5-24,Seaport White 4-Drawer Base - 21w 34½h 24d,"Four-drawer innovation with the Seaport White Traditional Shaker Quad Drawer Base, 21″W x 34½″H x 24″D. Maximum drawer count at 21″ width provides exceptional organization potential. Three uniform upper drawers with larger bottom drawer for flexibility. Full-extension slides on all four levels ensure complete accessibility. Premium drawer solution for kitchens demanding ultimate organization.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DB21-4_377cb7b3-4174-44c3-86ea-f0af9ba6d84d.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,96.00 USD,,,white,24.0in,34.5in,21.0in
SW-ADA-DB15,seaport-white-ada-3-drawer-base-15-32-5-24,Seaport White ADA 3-Drawer Base - 15w 32½h 24d,"Maximize accessible storage with the Seaport White Traditional Shaker ADA Three-Drawer Base, 15″W x 32½″H x 24″D. Triple drawer design at ADA-compliant height eliminates bending to access lower storage. Features graduated drawer sizes with smallest on top for cutlery, medium drawers for tools and linens. Revolutionary accessibility solution for kitchens requiring full drawer functionality at seated height. Each drawer operates on full-extension slides for complete access to contents.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-DB15_f897b677-b8de-4089-b71e-bf9e5d004921.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,32.5in,15.0in
SW-ADA-DB24,seaport-white-ada-3-drawer-base-24-32-5-24,Seaport White ADA 3-Drawer Base - 24w 32½h 24d,"Drawer-focused accessibility with the Seaport White Traditional Shaker ADA Three-Drawer Base, 24″W x 32½″H x 24″D. Triple drawer design at compliant height eliminates bending for lower storage access. Graduated sizes accommodate different items from cutlery to kitchen tools. The 24″ width provides ample drawer storage at comfortable reach. Revolutionary storage ensuring full accessibility without cabinet doors.",Base Cabinet,Drawer Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-DB24_383952fc-e505-4ff6-a4ea-2e4bb22ef4cf.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,24.0in,32.5in,24.0in
SW-ADA-VDB15,seaport-white-ada-3-drawer-vanity-15-32-5-21,Seaport White ADA 3-Drawer Vanity - 15w 32½h 21d,"Accessible vanity drawers with the Seaport White Traditional Shaker ADA Vanity Drawer Base, 15″W x 32½″H x 21″D. Three-drawer configuration at compliant height for comfortable bathroom access. The 21″ vanity depth optimizes bathroom space while maintaining full functionality. Graduated drawer sizes organize toiletries and linens efficiently. Inclusive bathroom storage ensuring independence for all users.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-vanity-base-cabinet-3-drawer-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,72.00 USD,,,white,21.0in,32.5in,15.0in
SW-ADA-B12,seaport-white-ada-base-cabinet-12-32-5-24,Seaport White ADA Base Cabinet - 12w 32½h 24d,"Meet accessibility standards with the Seaport White Traditional Shaker ADA Base Cabinet, 12″W x 32½″H x 24″D. Thoughtfully designed at 32½″ height for wheelchair and seated access, featuring one door, adjustable shelf, and top drawer for frequently used items. The reduced height ensures comfortable reach while maintaining full storage functionality. Ideal for universal design kitchens, aging-in-place renovations, or creating inclusive workspaces. Drawer provides easy-access storage without bending.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-B12_35a3d57d-0b43-4a36-9d90-528691827571.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,32.5in,12.0in
SW-ADA-B15,seaport-white-ada-base-cabinet-15-32-5-24,Seaport White ADA Base Cabinet - 15w 32½h 24d,"Accessible comfort with the Seaport White Traditional Shaker ADA Base Cabinet, 15″W x 32½″H x 24″D. Compliant height ensures comfortable use from seated or standing positions. Single door with drawer above provides organized storage at reachable heights. The 15″ width fits narrow spaces while maintaining full ADA functionality. Inclusive design ensuring kitchen accessibility for users of all abilities.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-B15_9abb3598-27a1-442d-bb26-4c56c144313d.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,32.5in,15.0in
