"Legacy Med","lmartin@legacy-med.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 575-964-8550","US","office","+15759648550"
"The Skin Center and Spa","theskincenterandspa@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 601-265-2129","US","office","+16012652129"
"Runnels Center","info@runnelscenter.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 601-939-2457","US","office","+16019392457"
"Innovative Fitness Abbotsford","+1 604-629-6299","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 604-629-6299","CA","office","+16046296299"
"Tantra Fitness","+1 604-738-7653","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 604-738-7653","CA","office","+16047387653"
"The Hero Gym, LLC","+1 605-224-1425","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 605-224-1425","US","office","+16052241425"
"Bakke Recreation & Wellbeing Center","+1 608-262-8244","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-262-8244","US","office","+16082628244"
"Parkettes","+1 610-433-0011","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 610-433-0011","US","office","+16104330011"
"De Stolfo's","+1 610-834-8533","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 610-834-8533","US","office","+16108348533"
"Stronger Everyday Boot Camp","Georgie Vincent","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 613-574-3222","CA","office","+16135743222"
"GO Fitness Center","+1 614-481-8080","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 614-481-8080","US","office","+16144818080"
"TNB Fitness","tweddle@tnbcenter.org","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 615-432-2579","US","office","+16154322579"
"Bodyscapes Fitness","Taj","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 617-252-0020","US","office","+16172520020"
"Bodyscapes Fitness","Allison Sheedy","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 617-252-0020","US","office","+16172520020"
"E Med Spa","+1 619-303-2201","1","10",,"UPDATE ME","+1 619-303-2201","US","office","+16193032201"
"Rondi's S.E.L.F. Fitness","+1 630-554-7353","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 630-554-7353","US","office","+16305547353"
"Fusion Medical Spa","info@fusionmedicalspa.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 630-717-5760","US","office","+16307175760"
"Bello Med Spa","bello@bellomedspa.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 636-204-4301","US","office","+16362044301"
"Crossfit Eglinton","+1 647-352-2348","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 647-352-2348","CA","office","+16473522348"
"Spa MD","spaconsultantsmd@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 651-222-4490","US","office","+16512224490"
"Pittsburgh Sports Performance Center","help@liveeditplatform.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 412-276-7905","US","office","+14122767905"
"Iron City Elite Strength and Conditioning","+1 412-561-4766","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 412-561-4766","US","office","+14125614766"
"CrossFit Ardor","Derek Casinghino","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 413-283-4455","US","office","+14132834455"
"Roufusport Jiu Jitsu","+1 414-453-5425","1","10",,"UPDATE ME","+1 414-453-5425","US","office","+14144535425"
"Strawberry Recreation District","+1 415-383-6494","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 415-383-6494","US","office","+14153836494"
"Nob Hill Aesthetics","+1 415-440-6800","1","10",,"UPDATE ME","+1 415-440-6800","US","office","+14154406800"
"DermaHealth Laser & Skin Care Clinic","+1 417-447-7777","1","10",,"UPDATE ME","+1 417-447-7777","US","office","+14174477777"
"Allure Springfield","drellis@allurespringfield.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 417-720-1672","US","office","+14177201672"
"Maclellan Gym","+1 423-425-4111","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 423-425-4111","US","office","+14234254111"
"Venat玫r Athletics","venatorathletics@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 424-558-8993","US","office","+14245588993"
"Mt Si Sports   Fitness","+1 425-831-7782","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 425-831-7782","US","office","+14258317782"
"Sports Academy & Racquet Club","+1 435-753-7500","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 435-753-7500","US","office","+14357537500"
"Clinique Soins Urbain","+1 450-375-6234","1","10",,"UPDATE ME","+1 450-375-6234","CA","office","+14503756234"
"Renew Aesthetics","renewaestheticsar@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 479-668-0168","US","office","+14796680168"
"Whanwa","admin@whanwa.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 479-876-8111","US","office","+14798768111"
"SPF Parkour Academy - Mesa","+1 480-248-9987","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 480-248-9987","US","office","+14802489987"
"Franco Wellness & Aesthetics - Yuma AZ","+1 480-292-1110","1","10",,"UPDATE ME","+1 480-292-1110","US","office","+14802921110"
"SilkeySkinMD","silkeyskinmd@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 801-882-2200","US","office","+18018822200"
"Utah Body and Soul","info@utahbodyandsoul.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 801-987-8786","US","office","+18019878786"
"Threshold Training VT","Meghan Barnes","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 802-448-3768","US","office","+18024483768"
"Whole Heart Space","+1 804-418-3946","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 804-418-3946","US","office","+18044183946"
"Zach's Club (Not Physical Therapy)","+1 806-780-5454","1","10",,"UPDATE ME","+1 806-780-5454","US","office","+18067805454"
"Pramah Tampa","pramahtampa@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 813-284-0954","US","office","+18132840954"
"Zim Med Spa","programmers@bigvoodoo.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 813-427-4700","US","office","+18134274700"
"BevelUp","hello@bevelup.com","1","10",,"1 - Possibly Qualified","+1 813-807-7200","US","office","+18138077200"
"Bill Lawrence's Personal Fitness","+1 814-337-8715","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 814-337-8715","US","office","+18143378715"
"Rockford Academy Of Tae-Kwon-Do","+1 815-399-8395","1","10",,"UPDATE ME","+1 815-399-8395","US","office","+18153998395"
"Body Tech","+1 815-439-9900","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 815-439-9900","US","office","+18154399900"
"Beverly Hills Rejuvenation Center Southlake","+1 817-251-9280","1","10",,"UPDATE ME","+1 817-251-9280","US","office","+18172519280"
"Dillard's","+1 817-831-5482","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 817-831-5482","US","office","+18178315482"
"@theCore Cryotherapy & Wellness Center","+1 817-849-2117","1","10",,"UPDATE ME","+1 817-849-2117","US","office","+18178492117"
"Strange Strength and Conditioning","strangestrength.us@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 818-308-7382","US","office","+18183087382"
"ELITE Body Cryotherapy and Cryoskin- Local Cryotherapy- Mobile Cryotherapy","Michelle","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 727-575-7137","US","office","+17275757137"
"Med 1 Aesthetics | Ann Arbor","+1 734-780-7070","1","10",,"UPDATE ME","+1 734-780-7070","US","office","+17347807070"
"Bioluxe Aesthetics and Wellness","+1 754-210-3064","1","10",,"UPDATE ME","+1 754-210-3064","US","office","+17542103064"
"Revive Health Center & Spa","Kellie Baxter","1","10",,"UPDATE ME","+1 770-345-1111","US","office","+17703451111"
"Dana Prieto, FNP-BC","+1 770-667-0904","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 770-667-0904","US","office","+17706670904"
"WellSpa","+1 770-948-8000","1","10",,"UPDATE ME","+1 770-948-8000","US","office","+17709488000"
"Relive Tradition","tradition@revivedx.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 772-408-9418","US","office","+17724089418"
"Lonestar Health Wellness","info@lonestarhealthwellness.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 903-306-0838","US","office","+19033060838"
"Free Bird Nutrition Brampton Supplement store","+1 905-459-6255","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 905-459-6255","CA","office","+19054596255"
"The SPACE - Social Wellness Studio","+1 916-452-1581","1","10",,"UPDATE ME","+1 916-452-1581","US","office","+19164521581"
"Crossfit Elk Grove","michael@egfieldhouse.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 916-647-3935","US","office","+19166473935"
"Just Tumble of Roseville","+1 916-780-2021","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 916-780-2021","US","office","+19167802021"
"The Resistance Studio","+1 919-342-0454","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 919-342-0454","US","office","+19193420454"
"Wolf Cycle & Fitness","+1 920-457-0664","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 920-457-0664","US","office","+19204570664"
"NIMA Professional Training Center","+1 844-899-6462","1","9","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 844-899-6462","US","office","+18448996462"
"VIP Crossfit","+1 845-482-2514","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 845-482-2514","US","office","+18454822514"
"Barrington Yoga Loft","+1 847-387-3610","1","10",,"UPDATE ME","+1 847-387-3610","US","office","+18473873610"
"Inova Joan and Russell Hitt Center for Healthy Living","+1 855-694-6682","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 855-694-6682","US","office","+18556946682"
"Liquid Mobile IV: Kansas City Clinic & Mobile (We Come to You)","+1 855-954-7843","1","10",,"UPDATE ME","+1 855-954-7843","US","office","+18559547843"
"Cross Fit 033","+1 860-430-1088","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 860-430-1088","US","office","+18604301088"
"Jeff Vernon","Jeff Vernon","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 860-895-8533","US","office","+18608958533"
"Downtown Medicine and Spa","downtownmedicine@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 870-336-1793","US","office","+18703361793"
"US Army Career Center","+1 888-550-2769","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 888-550-2769","US","office","+18885502769"
"NBS Fitness","management@nbsfitness.net","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 901-244-6529","US","office","+19012446529"
"Diego Saraiva Brazilian Jiu Jitsu - Roswell/Crabapple","+1 770-649-1074","1","10",,"UPDATE ME","+1 770-649-1074","US","office","+17706491074"
"Just Body","info@just4body.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 786-452-0747","US","office","+17864520747"
"My Face and Body Aesthetics","myfaceandbodyaesthetics@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 786-502-2800","US","office","+17865022800"
"World Gym West Kelowna","+1 800-544-7441","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 800-544-7441","US","office","+18005447441"
"Ultra Body Contour","wjones44@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 801-422-1005","US","office","+18014221005"
"New Star Fitness & Nutrition","+1 801-857-7447","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 801-857-7447","US","office","+18018577447"
"PTA Performance","info@ptaperformance.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 509-638-0555","US","office","+15096380555"
"Personal Training Omak","+1 509-826-5552","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 509-826-5552","US","office","+15098265552"
"IVitamin Anywhere - Mobile IV Austin - Westlake","+1 512-275-6448","1","10",,"UPDATE ME","+1 512-275-6448","US","office","+15122756448"
"Mayeisha","Mayeisha","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 540-693-5286","US","office","+15406935286"
"Body Essence Medispa LLC","+1 540-887-8200","1","10",,"UPDATE ME","+1 540-887-8200","US","office","+15408878200"
"Gymnastics Beat","+1 559-271-9400","1","10",,"UPDATE ME","+1 559-271-9400","US","office","+15592719400"
"Luminous You","valery@luminous-you.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 651-900-1295","US","office","+16519001295"
"Tupelo Wellness Center","+1 662-377-3000","1","10",,"UPDATE ME","+1 662-377-3000","US","office","+16623773000"
"XCMMA","cs@xcmma.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 702-616-1022","US","office","+17026161022"
"Yoga On Walnut","harrisburg@hbgkungfu.com","1","6","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 717-232-6310","US","office","+17172326310"
"Corebalfit Inc","+1 718-740-2673","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 718-740-2673","US","office","+17187402673"
"Aspen Athletic Club of Fairmount","memberservices@aspenfit.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 315-484-1000","US","office","+13154841000"
"National Institute for Fitness and Sport - NIFS","+1 317-274-3432","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 317-274-3432","US","office","+13172743432"
"Chill And Heal Spa","Jennifer West","1","10",,"UPDATE ME","+1 318-798-4325","US","office","+13187984325"
"Spa Nouvelle","spanouvelle@yahoo.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 318-816-4949","US","office","+13188164949"
"Spa Concepts","info@spaconcepts1.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 318-888-3792","US","office","+13188883792"
"Skin Tightening, Botox and Lip Fillers by Skinsation LA","+1 323-413-2287","1","10",,"UPDATE ME","+1 323-413-2287","US","office","+13234132287"
"CrossFit Ganbatte","info@ganbattefitness.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 323-739-9138","US","office","+13237399138"
"Premier Fitness & Performance","+1 330-487-0810","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 330-487-0810","US","office","+13304870810"
"Mcycle Studios","hello@mcyclestudios.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 385-270-5185","US","office","+13852705185"
"Fitness Time - Charlotte","+1 864-708-1082","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 864-708-1082","US","office","+18647081082"
"Bloom With Us","swskincare19@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 870-432-9468","US","office","+18704329468"
"Kym Bella Wellness Center","info@kymbellawellnesscenter.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 888-596-2352","US","office","+18885962352"
"You-Fit","+1 888-968-3481","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 888-968-3481","US","office","+18889683481"
"You-Fit","midlothian@youfit.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 888-968-3481","US","office","+18889683481"
"Spa JAX","info@medspajax.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 904-647-6418","US","office","+19046476418"
"The MedSpa at Burlington Plastic Surgery","+1 905-333-9889","1","10",,"UPDATE ME","+1 905-333-9889","CA","office","+19053339889"
"Free Bird Health Club Brampton","+1 905-459-6255","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 905-459-6255","CA","office","+19054596255"
"Fitness Performance Center","Shawn Cavitch","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 908-638-4687","US","office","+19086384687"
"TEAM R.O.C. Gracie Jiu-Jitsu * MMA","+1 910-487-8326","1","10",,"UPDATE ME","+1 910-487-8326","US","office","+19104878326"
"BOOTCAMP F.I.T.","+1 912-225-9695","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 912-225-9695","US","office","+19122259695"
"Final Round Strength & Boxing","+1 973-638-1934","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 973-638-1934","US","office","+19736381934"
"Spark Fitness and Tennis Club","+1 978-409-2228","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 978-409-2228","US","office","+19784092228"
"Idaho Fitness Factory Cole","admin@idahofitnessfactory.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 208-297-7949","US","office","+12082977949"
"Dave Fisher's Powerhouse Gym Torrance","+1 424-206-1596","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 424-206-1596","US","office","+14242061596"
"Resilience Fit","Brooks Farrar","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 508-625-2098","US","other","+15086252098"
"3 Performance Institute","+1 509-638-0555","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 509-638-0555","US","office","+15096380555"
"CrossFit Mata Leão","+1 608-241-9007","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-241-9007","US","office","+16082419007"
"Absolute Pilates - Camp Hill","+1 717-585-0057","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 717-585-0057","US","office","+17175850057"
"Warehouse Athletics","+1 717-922-5484","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 717-922-5484","US","office","+17179225484"
"World Of Unpredictable Wrestling","+1 718-797-2872","1","10",,"UPDATE ME","+1 718-797-2872","US","office","+17187972872"
"CrossFit Decimate East","+1 719-637-3755","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 719-637-3755","US","office","+17196373755"
"RESTORE Colorado Springs, CO","Brody King","1","10",,"UPDATE ME","+1 720-536-8317","US","office","+17205368317"
"RESTORE Colorado Springs, CO","+1 720-536-8317","1","10",,"UPDATE ME","+1 720-536-8317","US","office","+17205368317"
"HUB Fitness Center","+1 724-357-2590","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 724-357-2590","US","office","+17243572590"
"Enhanced Body IC","staff@enhancedbodyic.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 727-330-7769","US","office","+17273307769"
"CKO SOMERSET","Jake","1","5",,"UPDATE ME","+1 732-227-1256","US","direct","+17322271256"
"Aspire Fitness NJ","+1 732-303-1416","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 732-303-1416","US","office","+17323031416"
"Five Star Gym and Fitness","Lori Lande","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 760-228-9100","US","office","+17602289100"
"Five Star Gym and Fitness","manager@fivestaryv.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 760-228-9100","US","office","+17602289100"
"Snowcreek Athletic Club","+1 760-934-8511","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 760-934-8511","US","office","+17609348511"
"360 Med Spa","+1 770-507-2800","1","10",,"UPDATE ME","+1 770-507-2800","US","office","+17705072800"
"Longplex Family & Sports Center","info@longplex.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 401-816-6650","US","office","+14018166650"
"PSA Edmond","info@psa-edmond.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 405-437-1666","US","office","+14054371666"
"The Arsenal Strength & Conditioning","+1 405-849-5622","1","9","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 405-849-5622","US","office","+14058495622"
"Wilsons Iron Barn Gym","+1 406-534-2760","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 406-534-2760","US","office","+14065342760"
"Aesthetic District Medspa","+1 407-442-3313","1","10",,"UPDATE ME","+1 407-442-3313","US","office","+14074423313"
"Livenow Fitness LLC","+1 410-379-1330","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 410-379-1330","US","office","+14103791330"
"ProMD Health Annapolis","promdhealth.consults@gmail.com","1","10",,"UPDATE ME","+1 410-449-2060","US","office","+14104492060"
"PURE MedSpa","puremedspallc@gmail.com","1","10",,"UPDATE ME","+1 410-553-9444","US","office","+14105539444"
"Faces Med Spa","webmaster@facesmedspa.com","1","10",,"UPDATE ME","+1 410-561-5040","US","office","+14105615040"
"Baltimore Built Strength & Conditioning","Dominic","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 410-866-1713","US","office","+14108661713"
"Infinite Med Spas – Alamo Heights","info@infinitemedspas.com","1","10",,"UPDATE ME","+1 210-598-9546","US","office","+12105989546"
"Body Concepts Health Spa","info@bodyconceptshealthspa.com","1","6","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 210-999-5757","US","office","+12109995757"
"Crossfit Mantra","+1 216-510-0977","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 216-510-0977","US","office","+12165100977"
"South Coast Plastic Surgery Ladera Ranch","+1 949-894-4772","1","10",,"UPDATE ME","+1 949-894-4772","US","office","+19498944772"
"Chris Davis","Chris Davis","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 951-541-6711","US","office","+19515416711"
"Vibrance Med Spa","+1 952-835-9000","1","10",,"UPDATE ME","+1 952-835-9000","US","office","+19528359000"
"Ignite Yoga and Fitness","+1 954-345-9642","1","10",,"UPDATE ME","+1 954-345-9642","US","office","+19543459642"
"Pink Petal Health","pinkpetalhealth@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 954-399-8793","US","office","+19543998793"
"9th street gym","+1 201-963-7774","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 201-963-7774","US","office","+12019637774"
"Personal Training Pro","+1 203-210-7450","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 203-210-7450","US","office","+12032107450"
"Gold Coast Strength & Conditioning","+1 203-295-8370","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 203-295-8370","US","office","+12032958370"
"24 Elite Gyms Northpark","+1 417-622-4164","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X",,"+1 417-622-4164","US","office","+14176224164"
"Kellison Academy of Martial Arts","+1 417-626-7040","1","10",,"UPDATE ME","+1 417-626-7040","US","office","+14176267040"
